Validated_rows_before_deduplication,Nonredundant_validated_rows,Redundant_validated_rows_removed,Unique_peptides,Unique_proteins,Unique_gene_models,Unique_chromosomes,Multi_block_peptides,Within_exon_peptides,BED_labels_with_introns,ChrUnknown_validated_rows_before_deduplication,ChrUnknown_nonredundant_validated_rows,ChrUnknown_redundant_rows_removed,ChrUnknown_unique_peptides,ChrUnknown_unique_proteins,ChrUnknown_unique_gene_models,ChrUnknown_multi_block_peptides,ChrUnknown_within_exon_peptides,Combined_table_file,BED6_file,BED12_file,ChrUnknown_BED6_file,ChrUnknown_BED12_file,SQLite_database
8214230,3173811,5040419,1095523,272298,243564,22,365259,2808552,194538,77543,34908,42635,21184,5132,4974,2027,32881,wheat_all_tissues_nonredundant_validated_peptides_step13.csv,FragPipe_allauthors_allsources_alltissues_nonredundant_validated_peptides.bed6,FragPipe_allauthors_allsources_alltissues_nonredundant_validated_peptides.bed12,FragPipe_allauthors_allsources_alltissues_ChrUnknown_nonredundant_validated_peptides.bed6,FragPipe_allauthors_allsources_alltissues_ChrUnknown_nonredundant_validated_peptides.bed12,wheat_validated_nonredundant_step13.sqlite
